"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"WPR14FA124","ACC","88851","2014-02-26T23:30:00Z","Lanai City","Hawaii","United States",,"N483VA","false","Aviation","DirectorBrief","2015-10-21T04:00:00Z","Fatal","3","3","0","The pilot’s spatial disorientation while turning during flight in dark night conditions and terrain-induced turbulence, which resulted in controlled flight into terrain. Contributing to the accident was the pilot’s impairment from a sedating antihistamine.","Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Physical - Impairment/incapacitation - OTC medication - Pilot, Environmental issues - Conditions/weather/phenomena - Turbulence - Terrain induced turbulence - Effect on operation, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=88851"
"DCA14LA060","ACC","88794","2014-02-17T14:54:00Z","Kaycee","Wyoming","United States",,"N23708","false","Aviation","DirectorBrief","2020-04-22T04:00:00Z","Serious","0","2","10","an encounter with severe mountain wave turbulence during cruise flight.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=88794"
"DCA14FA058","ACC","88786","2014-02-05T02:22:00Z","Memphis","Tennessee","United States",,"N802HK","false","Aviation","DirectorBrief","2021-02-24T05:00:00Z","None","0","0","0","the failure of the flight crew to adequately monitor the system for proper operation and manually activate the system during the flight in icing conditions. Contributing to the accident was the crew's limited training on the manual operation of the anti-ice system and the nonactivation of the automatic ice detection system for reasons that could not be determined.","Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Flight crew, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to structural icing - Awareness of condition, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Training organization, Aircraft - Aircraft systems - Ice/rain protection system - Airfoil anti-ice, deice - Not used/operated, Aircraft - Aircraft systems - Ice/rain protection system - Ice detection - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=88786"
"ERA14LA111","ACC","88753","2014-02-03T00:30:00Z","Ft. Lauderdale","Florida","United States",,"N979RF","false","Aviation","DirectorBrief","2014-09-24T04:00:00Z","Serious","0","1","0","The pilot’s failure to ensure that the ground power unit was disconnected from the airplane via hand signals from the lineman providing ground services before taxiing, which resulted in an injury to the lineman.","Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Pilot, Personnel issues - Task performance - Communication (personnel) - Following instructions - Pilot","https://data.ntsb.gov/Docket?ProjectID=88753"
"DCA14CA051","ACC","88755","2014-01-31T10:30:00Z","Atlanta","Georgia","United States",,"N921DL","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","None","0","0","0","Inattention by ground crew personnel which resulted in the airplane being substantially damaged.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Airport personnel","https://data.ntsb.gov/Docket?ProjectID=88755"
"CEN14FA122","ACC","88720","2014-01-27T13:18:00Z","Silt","Colorado","United States",,"N207DS","false","Aviation","DirectorBrief","2015-09-08T04:00:00Z","Fatal","3","0","0","The pilot’s inadequate preflight planning for a low-level aerial surveillance flight of power transmission lines, which led to his being unaware of the crossing power line while flying toward the sun and his subsequent failure to maintain sufficient clearance from the wire.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=88720"
"DCA14IA037","INC","88667","2014-01-12T20:10:00Z","Branson","Missouri","United States",,"N272WN","true","Aviation","DirectorBrief","2015-09-02T04:00:00Z","None","0","0","0","The Flight crew's failure to properly identify the airport and runway of intended landing.

Contributing to the incident was the flight crew's failure to comply with procedures for use of navigation information and visual cues to verify the airport and runway of intended landing and the air traffic controller's issuance of erroneous airport geographic information without including the location of proximate airports.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Flight crew, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Flight crew, Personnel issues - Task performance - (general) - (general) - Flight crew, Personnel issues - Action/decision - Action - Incomplete action - ATC personnel, Environmental issues - Operating environment - Air traffic/operating proc - (general) - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=88667"
"DCA14CA036","ACC","88664","2014-01-10T09:00:00Z","Atlanta","Georgia","United States",,"N687DL","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","unexpected encounter with convective turbulence while the flight attendants were preparing for arrival.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=88664"
"DCA14CA035","ACC","88662","2014-01-09T20:30:00Z","Nashville","Tennessee","United States",,"N966WN","false","Aviation","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","A buildup of pressure in the coffee filter package resulting in the release of hot coffee and grounds when the potlocking lever was raised, which resulted in 2nd degree burns.","Aircraft - Aircraft systems - Equipment/furnishings - Buffet/galleys - Malfunction","https://data.ntsb.gov/Docket?ProjectID=88662"
"DCA14CA034","ACC","88654","2014-01-03T19:20:00Z","Las Vegas","Nevada","United States",,"N8327A","false","Aviation","DirectorBrief","2018-03-09T05:00:00Z","None","0","0","0","the captain's over rotation during the bounced landing.","Personnel issues - Action/decision - Action - Incorrect action performance - Pilot","https://data.ntsb.gov/Docket?ProjectID=88654"
"ENG14IA005","INC","88584","2013-12-23T18:15:00Z","St. Louis","Missouri","United States",,"N360SW","false","Aviation","DirectorBrief","2018-01-12T05:00:00Z","None","0","0","0","The initial damage to the fan blades was caused by the ingestion of two mallard ducks that caused one or more fan blades to fracture, striking the fan shroud, as well as other passing fan blades, producing various sized blades fragments that created a cascading effect of collateral impact damage to the other fan blades, the fan case, and the inlet cowl. One large blade fragment was deflected out of the fan containment plane, which pierced and exited the inlet cowl in a benign direction.

The engine and airplane met the applicable bird and containment design standards since the engine did not catch on fire, no engine cases exhibited any penetrations, the engine was able to be shutdown normally, and the airplane damage did not impact the safe operation of the airplane or create a hazard to the persons on board.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=88584"
"ANC14LA011","ACC","88567","2013-12-15T19:30:00Z","Bethel","Alaska","United States",,"N20109","false","Aviation","DirectorBrief","2015-01-12T05:00:00Z","None","0","0","0","The pilot’s decision to abort the takeoff with insufficient runway remaining, which resulted in a runway excursion.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=88567"
"WPR14FA068","ACC","88543","2013-12-11T17:22:00Z","Kalaupapa","Hawaii","United States",,"N687MA","false","Aviation","DirectorBrief","2016-05-23T04:00:00Z","Fatal","1","3","5","The loss of engine power due to the fracture of multiple blades on the compressor turbine wheel, which resulted in a ditching. The reason for the blade failures could not be determined due to secondary thermal damage to the blades.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Failure, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Not inspected, Aircraft - Aircraft systems - Equipment/furnishings - Life jacket - Incorrect use/operation, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Pilot","https://data.ntsb.gov/Docket?ProjectID=88543"
"DCA14WA019","ACC","88513","2013-12-05T12:42:00Z","Madrid",,"Spain",,"N182DN","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=88513"
"CEN14CA082","ACC","88542","2013-12-05T10:20:00Z","Port Fourchon","Louisiana","United States",,"N707MY","false","Aviation","DirectorBrief","2014-02-13T05:00:00Z","None","0","0","0","The pilot's loss of control of the helicopter when it entered a settling with power condition during sudden gusty wind conditions on takeoff resulting in the helicopter subsequently impacting terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=88542"
"CEN14LA075","ACC","88511","2013-12-02T18:10:00Z","Walton","Indiana","United States",,"N810QS","false","Aviation","DirectorBrief","2017-03-23T04:00:00Z","None","0","0","0","The inflight separation of the upper and lower right engine cowlings for reasons that could not be determined based on available evidence.","Aircraft - Aircraft structures - (general) - (general) - Failure, Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=88511"
"ANC14MA008","ACC","88489","2013-11-29T20:24:00Z","Saint Marys","Alaska","United States",,"N12373","false","Aviation","DirectorBrief","2016-02-26T05:00:00Z","Fatal","4","6","0","The pilot's decision to initiate a visual flight rules approach into an area of instrument meteorological conditions at night and the flight coordinators' release of the flight without discussing the risks with the pilot, which resulted in the pilot experiencing a loss of situational awareness and subsequent controlled flight into terrain. Contributing to the accident were the operator's inadequate procedures for operational control and flight release and its inadequate training and oversight of operational control personnel. Also contributing to the accident was the Federal Aviation Administration's failure to hold the operator accountable for correcting known operational deficiencies and ensuring compliance with its operational control procedures.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Flight service personnel, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Effect on operation, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator, Organizational issues - Support/oversight/monitoring - Training - (general) - Operator, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - FAA/Regulator","https://data.ntsb.gov/Docket?ProjectID=88489"
